ID,OLT,Hora,F/S/P,ONT ID,MAC,S/N,RX (dBm),TX (dBm),Status,Primária,Secundária,Porta Sec.,Descrição OLT,Mudanças
9470,95,2025-05-27 08:59:46.344852,0/1/5,6,48:FD:8E:97:2C:AF,485754434EE7699A,-23.87,2.24,online,A7F26,A7F26-S2,9,A7F26S2 P9,Não
9469,95,2025-05-27 08:59:45.066997,0/1/5,5,N/A,48575443413043AC,N/A,N/A,offline,A7F26,A7F26-S6,4,A7F26S6 P4,Não
9468,95,2025-05-27 08:59:44.826201,0/1/5,4,04:25:C5:25:D1:8B,4857544325D18A91,-20.97,1.8,online,A7F26,A7F26-S8,4,A7F26S8 P4,Não
9467,95,2025-05-27 08:59:43.593409,0/1/5,3,N/A,48575443A84EB49D,N/A,N/A,offline,7F26,7F26-S1,1,7F26S1 P1,Não
9466,95,2025-05-27 08:59:43.354471,0/1/5,2,A0:F4:79:E2:31:48,485754434C515D9F,-19.54,2.26,online,A7F26,A7F26-S6,2,A7F26S6 P2,Não
9465,95,2025-05-27 08:59:42.110757,0/1/5,1,48:57:02:6A:83:F2,4857544389461E9D,-22.52,2.18,online,7F26,7F26-S8,8,7F26S8 P8,Não
9464,95,2025-05-27 08:59:40.868126,0/1/5,0,N/A,48575443B2C05C8D,N/A,N/A,offline,A7F26,A7F26-S8,6,A7F26S8 P6,Não
9463,95,2025-05-27 08:59:39.587089,0/1/4,25,A4:C6:4F:5E:30:75,485754435E30748C,-18.73,2.18,online,8F71,8F71-S6,5,8F71S6 P5,Não
9462,95,2025-05-27 08:59:38.351244,0/1/4,23,60:DE:F3:3E:34:90,4857544331C2009C,-18.38,2.18,online,8F71,8F71-S2,6,8F71S2 P6,Não
9461,95,2025-05-27 08:59:37.102969,0/1/4,22,F0:33:E5:65:51:49,485754438CAB822B,-18.96,2.31,online,A8F71,A8F71-S6,13,A8F71S6 P13,Não
9460,95,2025-05-27 08:59:35.837107,0/1/4,21,88:66:39:A9:AE:5A,48575443A9AE5995,-18.73,2.21,online,8F71,8F71-S6,1,8F71S6 P1,Não
9459,95,2025-05-27 08:59:34.608278,0/1/4,20,DC:21:E2:07:2A:2C,4857544387D9E0A3,-19.28,2.19,online,A8F71,A8F71-S6,7,A8F71S6 P7,Não
9458,95,2025-05-27 08:59:33.342546,0/1/4,19,28:B4:48:18:A0:2B,48575443E47D499A,-22.0,2.32,online,A8F71,A8F71-S1-A,5,A8F71S1-A P5,Não
9457,95,2025-05-27 08:59:32.031828,0/1/4,18,N/A,485754438CA7B89B,N/A,N/A,offline,A8F71,A8F71-S6,15,A8F71S6 P15,Não
9456,95,2025-05-27 08:59:31.795457,0/1/4,17,6C:26:36:84:1E:8A,48575443949223AC,-18.79,2.25,online,8F71,8F71-S1-B,14,8F71S1-B P14,Não
9455,95,2025-05-27 08:59:30.536506,0/1/4,16,D4:B1:10:44:82:36,48575443B51E909E,-18.99,2.28,online,A8F71,A8F71-S6,4,A8F71S6 P4,Não
9454,95,2025-05-27 08:59:29.299061,0/1/4,15,34:6A:C2:38:CC:45,485754432B4BB69B,-27.96,2.2,online,8F71,8F71-S1-A,4,8F71S1-A P4,Não
9453,95,2025-05-27 08:59:28.066053,0/1/4,14,84:A9:C4:05:3F:06,485754432FF4053B,-26.57,2.22,online,8F71,8F71-S6,12,8F71S6 P12,Não
9452,95,2025-05-27 08:59:26.833988,0/1/4,13,B4:43:26:91:87:6D,48575443FB4B599C,-19.32,2.21,online,A8F71,A8F71-S6,11,A8F71S6 P11,Não
9451,95,2025-05-27 08:59:25.599838,0/1/4,12,3C:78:43:F9:E7:CD,48575443326ABA9D,-19.62,1.88,online,8F71,8F71-S1-B,13,8F71S1-B P13,Não
9450,95,2025-05-27 08:59:24.370631,0/1/4,10,48:D5:39:AB:CB:F6,48575443C941A36F,-19.54,1.95,online,8F71,8F71-S2,1,8F71S2 P1,Não
9449,95,2025-05-27 08:59:23.139819,0/1/4,8,N/A,4857544318463581,N/A,N/A,offline,A8F71,A8F71-S6,13,A8F71S6 P13,Não
9448,95,2025-05-27 08:59:22.890646,0/1/4,7,D4:B1:10:3F:6D:C1,4857544386A2C89B,-19.87,2.17,online,A8F71,A8F71-S1-B,15,A8F71S1-B P15,Não
9447,95,2025-05-27 08:59:21.661556,0/1/4,6,DC:99:14:5D:72:68,485754430A46679D,-20.65,2.01,online,A8F71,A8F71-S1,3,A8F71S1 P3,Não
9446,95,2025-05-27 08:59:20.429118,0/1/4,5,N/A,485754435D77418C,N/A,N/A,offline,8F71,8F71-S2,4,8F71S2 P4,Não
9445,95,2025-05-27 08:59:20.181912,0/1/4,4,N/A,48575443B42F859E,N/A,N/A,offline,A8F71,A8F71-S6,16,A8F71S6 P16,Não
9444,95,2025-05-27 08:59:19.943380,0/1/4,2,7C:C3:85:4D:C9:26,485754430A12DE9E,-18.92,2.27,online,A8F71,A8F71-S6,6,A8F71S6 P6,Não
9443,95,2025-05-27 08:59:18.710772,0/1/4,1,N/A,48575443D8FF319E,N/A,N/A,offline,DANIEL BARBOSA GERALD,N/A,N/A,DANIEL BARBOSA GERALD,Não
9442,95,2025-05-27 08:59:18.479340,0/1/4,0,FC:1B:D1:CC:C9:4D,48575443A2A97FA3,-22.52,2.22,online,8F71,8F71-S3,1,8F71S3 P1,Não
9441,95,2025-05-27 08:59:16.214027,0/1/3,0,A4:BE:2B:E1:35:B7,48575443EFEE6E9C,-12.02,2.07,online,A7F14,A7F14-S7,1,A7F14S7 P1,Não
9440,95,2025-05-27 08:59:14.246224,0/1/2,4,48:FD:8E:81:FD:57,485754434E16969A,-22.52,1.84,online,7F17,7F17-S4,1,7F17S4 P1,Não
9439,95,2025-05-27 08:59:12.982552,0/1/2,3,24:16:6D:D4:19:70,4857544321D7569E,-23.1,1.96,online,A7F17,A7F17-S1,12,A7F17S1 P12,Não
9438,95,2025-05-27 08:59:11.747742,0/1/2,1,68:4A:AE:D2:AA:62,485754438C4F159B,-23.46,2.36,online,7F17,7F17-S1,1,7F17S1 P1,Não
9437,95,2025-05-27 08:59:10.501918,0/1/2,0,N/A,485754437D935FA3,N/A,N/A,offline,7F17,7F17-S1,11,7F17S1 P11,Não
9436,95,2025-05-27 08:59:09.494199,0/1/1,2,FC:1B:D1:D0:81:84,485754437DF0E0A3,-22.22,2.27,online,A7F 16S4B,N/A,13,A7F 16S4B P13,Não
9435,95,2025-05-27 08:59:08.259568,0/1/1,1,F0:2F:A7:37:53:07,4857544337530688,-28.86,2.31,online,A7F16,A7F16-S6,2,A7F16S6 P2,Não
9434,95,2025-05-27 08:59:06.293321,0/1/0,10,B4:6E:08:36:52:1E,485754432E708D70,-22.36,2.27,online,7F15,7F15-S4,6,7F15S4 P6,Não
9433,95,2025-05-27 08:59:05.060791,0/1/0,9,60:2E:20:1E:C2:AA,485754430ADE6A9B,-25.68,2.29,online,A7F15,A7F15-S2,4,A7F15S2 P4,Não
9432,95,2025-05-27 08:59:03.814088,0/1/0,7,N/A,48575443050FAD93,N/A,N/A,offline,7F15,7F15-S2,5,7F15S2 P5,Não
9431,95,2025-05-27 08:59:03.582337,0/1/0,6,48:D5:39:C3:C0:0D,48575443C3C00C82,-21.19,2.14,online,7F15,7F15-S4,3,7F15S4 P3,Não
9430,95,2025-05-27 08:59:02.313059,0/1/0,5,7C:C3:85:87:95:87,485754438795869E,-23.1,2.1,online,A7F15,A7F15-S5-A,1,A7F15S5-A P1,Não
9429,95,2025-05-27 08:59:01.003693,0/1/0,3,50:1D:93:58:54:CD,485754437592F49C,-23.98,2.11,online,A7F15,A7F15-S5-B,11,A7F15S5-B P11,Não
9428,95,2025-05-27 08:58:59.767186,0/1/0,2,38:BC:01:90:34:21,485754439034209A,-25.23,2.08,online,A7F15,A7F15-S4,7,A7F15S4 P7,Não
9427,95,2025-05-27 08:58:58.537861,0/1/0,1,7C:C3:85:7F:BE:65,485754437FBE649E,-24.95,1.86,online,7F15,7F15-S5-B,12,7F15S5-B P12,Não
9426,95,2025-05-27 08:58:57.163877,0/1/0,0,N/A,485754439DA8009B,N/A,N/A,offline,A7F15,A7F15-S5-B,9,A7F15S5-B P9,Não
9425,95,2025-05-27 08:58:55.580630,0/0/15,4,68:CC:6E:2E:1A:12,4857544357746C9A,-20.91,2.01,online,7F61,7F61-S4,5,7F61S4 P5,Não
9424,95,2025-05-27 08:58:54.349990,0/0/15,3,C0:BF:C0:3B:52:05,4857544300692E9A,-23.01,1.97,online,7F61,7F61-S4,6,7F61S4 P6,Não
9423,95,2025-05-27 08:58:53.121053,0/0/15,2,34:B3:54:06:78:D8,485754432919862F,-20.45,2.06,online,7F61,7F61-S4,7,7F61S4 P7,Não
9422,95,2025-05-27 08:58:51.832672,0/0/15,1,F4:E5:F2:D5:1E:00,48575443E08DE6A1,-27.69,2.32,online,A7F61,A7F61-S4,2,A7F61S4 P2,Não
9421,95,2025-05-27 08:58:50.593399,0/0/15,0,7C:C3:85:4C:16:0E,4857544309F9469E,-22.0,1.98,online,A7F61,A7F61-S4,1,A7F61S4 P1,Não
9420,95,2025-05-27 08:58:48.619252,0/0/14,12,C8:8D:83:D9:7B:32,48575443D97B319A,-21.48,2.17,online,A7F32,A7F32-S6,2,A7F32S6 P2,Não
9419,95,2025-05-27 08:58:47.389680,0/0/14,9,18:DE:D7:99:F0:30,4857544399F02F8A,-23.87,2.39,online,A7F32,A7F32-S8,3,A7F32S8 P3,Não
9418,95,2025-05-27 08:58:46.160834,0/0/14,8,N/A,48575443F2B8B69A,N/A,N/A,offline,A7F32,A7F32-S7-A,N/A,A7F32S7-A,Não
9417,95,2025-05-27 08:58:45.931834,0/0/14,6,N/A,485754434EDEDF9A,N/A,N/A,offline,7F32,7F32-S8,1,7F32S8 P1,Não
9416,95,2025-05-27 08:58:45.701445,0/0/14,4,A4:BE:2B:21:DD:CC,48575443DEF8669C,-23.28,2.08,online,A7F32,A7F32-S7,1,A7F32S7 P1,Não
9415,95,2025-05-27 08:58:44.469548,0/0/14,3,CC:BB:FE:EA:31:BB,48575443ECBF0B9D,-20.91,2.23,online,A7F32,A7F32-S4,3,A7F32S4 P3,Não
9414,95,2025-05-27 08:58:43.233782,0/0/14,2,C8:8D:83:CA:C9:DC,48575443CAC9DB9A,-21.19,2.35,online,7F32,7F32-S8,5,7F32S8 P5,Não
9413,95,2025-05-27 08:58:41.999787,0/0/14,1,C8:8D:83:9C:68:58,485754439C68579A,-21.87,2.08,online,A7F32,A7F32-S8,4,A7F32S8 P4,Não
9412,95,2025-05-27 08:58:40.747080,0/0/14,0,N/A,485754437D952BA3,N/A,N/A,offline,7F32,7F32-S7-A,8,7F32S7-A P8,Não
9411,95,2025-05-27 08:58:39.455141,0/0/13,2,50:5D:AC:C0:6B:37,485754431AC3AA3C,-20.04,2.39,online,A7F66,A7F66-S1,2,A7F66S1 P2,Não
9410,95,2025-05-27 08:58:38.224704,0/0/13,1,78:58:60:A3:E0:D3,48575443F551DC9B,-19.54,2.14,online,7F66,7F66-S1,1,7F66S1 P1,Não
9409,95,2025-05-27 08:58:36.974692,0/0/13,0,N/A,485754438C001A2B,N/A,N/A,offline,7F66,7F66-S6,2,7F66S6 P2,Não
9408,95,2025-05-27 08:58:35.988599,0/0/12,20,7C:C3:85:1E:21:1A,485754431E21199E,-25.85,2.1,online,A7F24,A7F24-S3,5,A7F24S3 P5,Não
9407,95,2025-05-27 08:58:34.756622,0/0/12,19,7C:C3:85:A7:D7:34,48575443A7D7339E,-23.18,2.21,online,A7F24,A7F24-S8-A,8,A7F24S8-A P8,Não
9406,95,2025-05-27 08:58:33.521593,0/0/12,18,00:2E:C7:AC:79:07,4857544351CE519B,-21.87,2.23,online,A7F24,A7F24-S3,4,A7F24S3 P4,Não
9405,95,2025-05-27 08:58:32.285999,0/0/12,17,N/A,48575443A84E5D9D,N/A,N/A,offline,7F24,7F24-S8,2,7F24S8 P2,Não
9404,95,2025-05-27 08:58:32.059943,0/0/12,16,50:6F:77:A9:F6:60,48575443CBF21D9B,-21.13,2.2,online,7F24,7F24-S3,9,7F24S3 P9,Não
9403,95,2025-05-27 08:58:30.827470,0/0/12,15,70:79:90:B2:A7:E3,48575443B2A7E28D,-25.23,2.16,online,7F24,7F24-S8-B,13,7F24S8-B P13,Não
9402,95,2025-05-27 08:58:29.582527,0/0/12,14,50:6F:77:C4:33:A5,48575443CDCB979B,-21.67,2.05,online,A7F24,A7F24-S8-B,15,A7F24S8-B P15,Não
9401,95,2025-05-27 08:58:28.341607,0/0/12,13,N/A,4857544332EF179D,N/A,N/A,offline,7F24,7F24-S2,1,7F24S2 P1,Não
9400,95,2025-05-27 08:58:28.106049,0/0/12,12,50:1D:93:55:64:C9,485754437556A39C,-25.23,2.08,online,7F24,7F24-S4,2,7F24S4 P2,Não
9399,95,2025-05-27 08:58:26.863969,0/0/12,11,AC:F9:70:2B:C0:18,48575443A284119B,-23.66,1.98,online,7F24S8 B,N/A,10,7F24S8 B P10,Não
9398,95,2025-05-27 08:58:25.632624,0/0/12,10,B4:43:26:BA:0D:EC,48575443FED9769C,-26.57,2.2,online,A7F24,A7F24-S8-B,16,A7F24S8-B P16,Não
9397,95,2025-05-27 08:58:24.389798,0/0/12,9,A4:BE:2B:21:DD:4A,48575443DEF85C9C,-25.68,2.31,online,A7F24,A7F24-S7,4,A7F24S7 P4,Não
9396,95,2025-05-27 08:58:23.158296,0/0/12,8,78:58:60:E3:9D:BE,48575443FBF0139B,-24.56,2.11,online,7F24,7F24-S8-B,14,7F24S8-B P14,Não
9395,95,2025-05-27 08:58:21.900098,0/0/12,7,F0:2F:A7:B5:4C:30,48575443B54C2F88,-21.36,2.03,online,A7F24,A7F24-S3,1,A7F24S3 P1,Não
9394,95,2025-05-27 08:58:20.664602,0/0/12,6,48:D5:39:A8:BF:50,48575443A8BF4F82,-23.87,1.84,online,A7F24,A7F24-S8-B,11,A7F24S8-B P11,Não
9393,95,2025-05-27 08:58:19.430895,0/0/12,5,5C:E8:83:19:34:5D,485754432EF2D820,-23.01,2.05,online,A7F24,A7F24-S8-A,7,A7F24S8-A P7,Não
9392,95,2025-05-27 08:58:18.200675,0/0/12,4,04:25:C5:F1:C0:9A,48575443F1C09991,-23.28,2.3,online,A7F24,A7F24-S8-B,12,A7F24S8-B P12,Não
9391,95,2025-05-27 08:58:16.946447,0/0/12,3,70:C7:F2:12:8F:DF,485754434B37319E,-21.87,2.28,online,A7F24,A7F24-S8-B,9,A7F24S8-B P9,Não
9390,95,2025-05-27 08:58:15.716453,0/0/12,2,FC:1B:D1:66:EE:17,485754437D9526A3,-21.94,2.1,online,A7F24,A7F24-S8,2,A7F24S8 P2,Não
9389,95,2025-05-27 08:58:14.485925,0/0/12,1,7C:C3:85:3B:84:70,485754433B846F9E,-25.37,2.31,online,7F24,7F24-S4,4,7F24S4 P4,Não
9388,95,2025-05-27 08:58:13.252401,0/0/12,0,5C:54:6D:49:73:17,485754433C05329B,-21.55,1.97,online,A7F24,A7F24-S6,1,A7F24S6 P1,Não
9387,95,2025-05-27 08:58:10.988180,0/0/11,4,C0:BF:C0:6D:08:9C,4857544304BB039A,-15.39,2.41,online,7F67,7F67-S7-A,2,7F67S7-A P2,Não
9386,95,2025-05-27 08:58:09.753795,0/0/11,3,N/A,48575443CCBF129D,N/A,N/A,offline,7F67,7F67-S7-A,1,7F67S7-A P1,Não
9385,95,2025-05-27 08:58:09.518761,0/0/11,2,FC:1B:D1:65:A3:A7,485754437D81B6A3,-15.83,2.16,online,7F67,7F67-S7,9,7F67S7 P9,Não
9384,95,2025-05-27 08:58:08.289812,0/0/11,1,N/A,48575443E0416CA1,N/A,N/A,offline,7F67,7F67-S7-B,9,7F67S7-B P9,Não
9383,95,2025-05-27 08:58:07.906772,0/0/11,0,N/A,485754434B5F839E,N/A,N/A,offline,A7F67,A7F67-S2,1,A7F67S2 P1,Não
9382,95,2025-05-27 08:58:06.322448,0/0/10,61,N/A,485754430A0E7D9D,N/A,N/A,offline,A7F110,A7F110-S1,16,A7F110S1 P16,Não
9381,95,2025-05-27 08:58:06.085379,0/0/10,59,38:BC:01:D2:76:C3,48575443D276C29A,-22.22,2.02,online,A7F110,A7F110-S2,8,A7F110S2 P8,Não
9380,95,2025-05-27 08:58:04.849592,0/0/10,57,5C:54:6D:80:00:C1,4857544340A1E49B,-22.36,1.95,online,A7F110,A7F110-S6-B,15,A7F110S6-B P15,Não
9379,95,2025-05-27 08:58:03.615396,0/0/10,56,CC:BB:FE:7C:DF:B7,48575443E618C09D,-22.52,2.22,online,A7F110,A7F110-S1,1,A7F110S1 P1,Não
9378,95,2025-05-27 08:58:02.374839,0/0/10,53,N/A,485754437D9543A3,N/A,N/A,offline,30479,N/A,N/A,30479,Não
9377,95,2025-05-27 08:58:02.145111,0/0/10,52,04:27:58:52:76:03,4857544352760276,-23.01,2.07,online,A7F110,A7F110-S4,9,A7F110S4 P9,Não
9376,95,2025-05-27 08:58:00.889467,0/0/10,51,N/A,485754431310D49A,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9375,95,2025-05-27 08:58:00.659917,0/0/10,50,70:C7:F2:12:94:B8,485754434B377A9E,-21.55,2.14,online,A7F110,A7F110-S7,7,A7F110S7 P7,Não
9374,95,2025-05-27 08:57:59.409352,0/0/10,47,04:B0:E7:BD:8D:2C,485754432CAEDD9D,-21.67,2.46,online,A7F110,A7F110-S7,4,A7F110S7 P4,Não
